,pathKey,pathName,location1Key,location1Name,location2Key,location2Name
199,Path(5453960697872384),Fortress Entrance - Guard Tower,Location(5266136275091456),Guard Tower,Location(5978911666339840),Fortress Entrance
200,Path(5235110463143936),Misty Mountain Pass - Frosty's Domain,Location(4793116924051456),Frosty's Domain,Location(6451896701419520),Misty Mountain Pass
201,Path(4905679038971904),Crypt Entrance (outside) - Crypt Entrance (inside),Location(5816090043088896),Crypt Entrance,Location(6146845642326016),Crypt Entrance
202,Path(6107586084470784),Northeast Cemetery to Crypt,Location(5816090043088896),Crypt Entrance,Location(4607990200008704),Northeast Cemetery
203,Path(6396555782258688),Smoldering Mountain - Core of Smoldering Mountain,Location(5822375170932736),Core of Smoldering Mountain,Location(5549152453787648),Smoldering Mountain
204,Path(5826883940777984),Wastes - Oasis,Location(5286485966192640),Oasis,Location(4567038813011968),Burning Wastes
205,Path(5254530341011456),Death Valley - Oasis,Location(5286485966192640),Oasis,Location(5942116728438784),Death Valley
206,Path(5965201802788864),Boggart Shrine - Overgrown Path,Location(4680955232518144),Boggart Shrine,Location(5490839199416320),Overgrown Path
207,Path(5253749385199616),Winding Marsh 7 to Boggart Shrine,Location(4680955232518144),Boggart Shrine,Location(5976852092420096),Winding Marsh
208,Path(6324858811056128),Feed to Larva,Location(5428489900523520),Larvae Pit,Location(4993608020131840),Feeding Chambers
209,Path(5817426914836480),Rakken Den-Crystalline Cavern,Location(5428489900523520),Larvae Pit,Location(5569495070670848),Crystalline Cavern
210,Path(4951286278520832),Lake to wilds,Location(6415179777572864),Dried Lakebed,Location(6508838653001728),Depraved Wilds
211,Path(6511279148630016),Lake to windy,Location(6415179777572864),Dried Lakebed,Location(6078391494115328),Windy Expanse
212,Path(5341938317262848),Plain to lake,Location(6415179777572864),Dried Lakebed,Location(5175898320928768),Cinder Plains
213,Path(5677811810435072),Hub to Keep Storage,Location(5109983378145280),Troll Keep Storage,Location(6740904330133504),Troll Keep Hub
214,Path(4619332224548864),Tomb of Gol'Shlanek 1 - Tomb of Gol'Shlanek 2,Location(5822583015997440),Tomb of Gol'Shlanek,Location(5868511773065216),Tomb of Gol'Shlanek
215,Path(5361180182315008),Mausoleum of Gol'Shlanek 5 to Tomb of Gol'Shlanek 1,Location(5822583015997440),Tomb of Gol'Shlanek,Location(6486746360971264),Mausoleum of Gol'Shlanek 5
216,Path(4561442661728256),old mine - hidden room #3,Location(4869547509415936),Hidden Room,Location(4550381602340864),Old Mine
217,Path(6203946237427712),Long Passage - Upper Level Lookout,Location(5157211167784960),Long Passage,Location(6187675022262272),Upper Level Lookout
218,Path(5168501026193408),Narrow Stairway - Long Passage,Location(5157211167784960),Long Passage,Location(6507841346076672),Narrow Stairway
219,Path(5288699164098560),Eridis Forest - Bushy Path,Location(5709056673054720),Eridis Forest,Location(5851649117519872),Forest Path
220,Path(6612678667665408),Eridis Forest,Location(5709056673054720),Eridis Forest,Location(5687441444831232),Eridis Forest
221,Path(4702786637791232),Eridis Forest - The Bay,Location(5709056673054720),Eridis Forest,Location(6684012370198528),The Bay
222,Path(4750995389415424),Sealed Door -> Gloomy Descent,Location(6496688202317824),Gloomy Descent,Location(5609234612092928),Sealed Door
223,Path(6654789454921728),Gloomy Descent -> Ethereal Prison,Location(6496688202317824),Gloomy Descent,Location(6254417368317952),Ethereal Prison
224,Path(6265318896828416),Winding River - Winding River Shrine,Location(5282656086392832),Winding River Shrine,Location(4925241851641856),Winding River
225,Path(6635744348078080),Nomad Conclave 2 - Empty Yurt,Location(4543319202856960),Empty Yurt,Location(6673370652344320),Nomad Conclave
226,Path(6187771692580864),Merchant's Tent - Merchant's Tent Interior,Location(4673239279206400),Merchant's Tent,Location(6283395406495744),Merchant's Tent Interior
227,Path(6043643352711168),Nomad Conclave 2 - Merchant's Tent,Location(4673239279206400),Merchant's Tent,Location(6673370652344320),Nomad Conclave
228,Path(5084443187347456),Path to Combat site: Orc Prince,Location(6047192050565120),Combat site: Orc Prince,Location(6004484656332800),Orc Camp
229,Path(6749983684952064),Nik's Cut-Through - Mountain Pass,Location(5135394614542336),Mountain Pass,Location(5907800929075200),Nik's Cut-Through
230,Path(4560634709016576),Mountain Pass - Nubark Mountain,Location(5135394614542336),Mountain Pass,Location(5158558446911488),Nubark Mountain
231,Path(5113196770754560),Tun to Feed,Location(4993608020131840),Feeding Chambers,Location(5855928267046912),Carved Tunnel
232,Path(5620413599055872),Bend to Hollow,Location(4522237236346880),Troll Cave,Location(5759229693526016),Troll Cave
233,Path(4523847580647424),Hollow to Dig,Location(4522237236346880),Troll Cave,Location(6123396480892928),Troll Dig
234,Path(5808420003250176),Sahuagin Outpost - Sahuagin Inlet,Location(4831433256337408),Sahuagin Lagoon,Location(6286600254259200),Sahuagin Outpost
235,Path(4701472285786112),Sahuagin Lagoon - Underwater Lagoon,Location(4831433256337408),Sahuagin Lagoon,Location(5428021293219840),Underwater Lagoon
236,Path(5301242613465088),Gor'Grub Tribe Inner Camp - Gor'Grub Chieftain's Tent 1,Location(5287122461786112),Gor'Grub Chieftain's Tent,Location(4999024957980672),Gor'Grub Tribe Inner Camp
237,Path(4715482313129984),Gor'Grub Chieftain's Tent 1 - Gor'Grub Chieftain's Tent 2,Location(5287122461786112),Gor'Grub Chieftain's Tent,Location(6176624057253888),Gor'Grub Chieftain's Tent
238,Path(5916920302796800),"Slumber Chambers, Long Hallway",Location(6555136169082880),Long Hallway,Location(6546560360906752),Slumber Chambers
239,Path(6192613414666240),"Apprentice Training Room, Long Hallway",Location(6555136169082880),Long Hallway,Location(5345871483895808),Apprentice Training Room
240,Path(6385026204696576),"Long Hallway, Dark Corridor",Location(6555136169082880),Long Hallway,Location(6128325270437888),Dark Corridor
241,Path(5766241077690368),Aseridith Fort East Beach - Aseridith Fort Outer Eastern Walls,Location(6211039030935552),Aseridith Fort Outer Eastern Walls,Location(6719807435046912),Aseridith Fort East Beach
242,Path(6603477037875200),Aseridith Fort Outer Southern Walls - Aseridith Fort Outer Eastern Walls,Location(6211039030935552),Aseridith Fort Outer Eastern Walls,Location(5688387279257600),Aseridith Fort Outer Southern Walls
243,Path(5947181395607552),Sewer Tunnel - Sewer Fork,Location(6253812801077248),Sewer Tunnel,Location(5183292001222656),Sewer Fork
244,Path(6379621095309312),Rolling Dunes 6 - Rolling Dunes 7,Location(5279071746392064),Rolling Dunes,Location(6319154247237632),Rolling Dunes
245,Path(4666444942934016),Rolling Dunes 5 - Rolling Dunes 6,Location(5279071746392064),Rolling Dunes,Location(5443293981704192),Rolling Dunes
246,Path(5324607436357632),"East Library, Common Area",Location(5966873809125376),Common Area,Location(6571276102533120),East Library
247,Path(6727678896898048),"West Library, Common Area",Location(5966873809125376),Common Area,Location(4571571273334784),West Library
248,Path(6496733874880512),"Common Area, Second Floor Landing",Location(5966873809125376),Common Area,Location(5909134097514496),Second Floor Landing
249,Path(5735885651836928),Castle Courtyard-Abandoned Castle,Location(6563390277287936),Castle Courtyard,Location(5456818943819776),Abandoned Castle
250,Path(5146290748915712),Castle Grounds-Castle Courtyard,Location(6563390277287936),Castle Courtyard,Location(5232868968103936),Castle Grounds
251,Path(6607819116642304),Valley to rred,Location(5130593837776896),Red Cliffs,Location(5942116728438784),Death Valley
252,Path(6186125000441856),Cliffs to look,Location(5130593837776896),Red Cliffs,Location(5005307494268928),Red Cliff's Edge
253,Path(6453597373988864),Volantis - Volantis Countryside,Location(6247590374932480),Volantis Countryside,Location(5546617318932480),Volantis
254,Path(4933924262248448),Volantis River - Volantis Countryside,Location(6247590374932480),Volantis Countryside,Location(5390881838333952),Volantis River
255,Path(4797175255007232),Volantis Countryside - Troll Caves,Location(6247590374932480),Volantis Countryside,Location(6004037778407424),Troll Caves
256,Path(6120854335258624),Canyon-Quarry,Location(5180093517266944),Sun Baked Canyon,Location(4883995022065664),
257,Path(4511347259211776),Gulch Valley Training Grounds - Gor'Grub Tribe Inner Camp,Location(4999024957980672),Gor'Grub Tribe Inner Camp,Location(6615857679040512),Gulch Valley Training Grounds
258,Path(4949113883852800),Old Mine 9 to Old Mine 10,Location(5381878680911872),Old Mine,Location(4895729587847168),Old Mine
259,Path(4676659160547328),Aera - Aera Inn,Location(6655219060441088),Aera Inn,Location(5629499534213120),Aera
260,Path(6531919743287296),Aera Inn Stairs to Basement,Location(6655219060441088),Aera Inn,Location(5833351030112256),Aera Inn Basement - North
261,Path(6002369217429504),Goblin Tent - Leader's Quarters,Location(5824785070424064),Leader's Quarters,Location(4888673191723008),Goblin Tent
262,Path(5749909932212224),Volantis - Volantis Inn,Location(5134184360181760),Volantis Inn,Location(5546617318932480),Volantis
263,Path(5872554426236928),Old Mine 4 to Old Mine 4 - North,Location(5473101529743360),Old Mine,Location(5402915028074496),Old Mine
264,Path(5325040023240704),Old Mine 4 - North to Old Mine 4 - North 2,Location(5473101529743360),Old Mine,Location(5379125472657408),Old Mine
265,Path(4852283815755776),null,Location(5254780820652032),Shadowed Forest,Location(6508838653001728),Depraved Wilds
266,Path(4808216005312512),Nors Plains - Nortion Hills,Location(4553554777866240),Nortion Hills,Location(6696628299759616),Nors Plains
267,Path(5530233293766656),Nortion Hills - Orc Outpost,Location(4553554777866240),Nortion Hills,Location(5581553321115648),Orc Outpost
268,Path(5145184839925760),Lost sea 4,Location(4722354780372992),Emerald Isle,Location(5498766890106880),Lost Sea
269,Path(4982919197097984),Illse to shores,Location(4722354780372992),Emerald Isle,Location(5563011707174912),Emerald Isle Shores
270,Path(6677820348825600),Hidden Path Heal,Location(4574231350476800),Calm Pond,Location(6304554086039552),Hidden Path
271,Path(4682506828775424),"Strange Empty Room 1, Fourth Floor Landing",Location(4942150822264832),Fourth Floor Landing,Location(6644088722948096),Strange Empty Room
272,Path(6489498622885888),"Strange Empty Room 3, Fourth Floor Landing",Location(4942150822264832),Fourth Floor Landing,Location(6437722859241472),Strange Empty Room
273,Path(4672327420739584),"Strange Empty Room 4, Fourth Floor Landing",Location(4942150822264832),Fourth Floor Landing,Location(4732909075300352),Strange Empty Room
274,Path(6642103886544896),Arena Hallway #5 - Arena Reward # 2,Location(5389255752286208),Arena Hallway,Location(5268847954755584),Reward Room
275,Path(6552007283834880),Arena Pit - Arena Hallway To Reward Room,Location(5389255752286208),Arena Hallway,Location(5268467657211904),Arena Pit
276,Path(6617033848389632),Overgrown Path-Outer Gate,Location(4750757815386112),Outer Gate,Location(5490839199416320),Overgrown Path
277,Path(5913575382056960),Outer Gate-Castle Grounds,Location(4750757815386112),Outer Gate,Location(5232868968103936),Castle Grounds
278,Path(4505590945021952),Dark Wood Pass - Blood Forest,Location(5493588075479040),Dark Wood Pass,Location(6255519904301056),Blood Forest
279,Path(4650630514212864),Evergreen Trail - Dark Wood Pass,Location(5493588075479040),Dark Wood Pass,Location(4634198741090304),Evergreen Trail
280,Path(6478276675502080),Aera Inn Basement - North - Aera Inn Basement - Middle,Location(5833351030112256),Aera Inn Basement - North,Location(5312228555227136),Aera Inn Basement - Middle
281,Path(4582370261860352),embalm to burial,Location(5077797692243968),Burial Hall,Location(4558049120354304),Embalming Room
282,Path(5359272668954624),Burial Hall - Long Hallway,Location(5077797692243968),Burial Hall,Location(5037373275504640),Long Hallway
283,Path(5408550284165120),Tutorial 8 - Aera,Location(5629499534213120),Aera,Location(5528694259974144),Training Center
284,Path(4952672801652736),Tutorial 5 - Aera,Location(5629499534213120),Aera,Location(5735665915396096),Training Center
285,Path(5707702298738688),Aera - Aera Countryside,Location(5629499534213120),Aera,Location(5649391675244544),Aera Countryside
286,Path(6650283874582528),Aera - Aera Town Hall,Location(5629499534213120),Aera,Location(4908030927831040),Aera Town Hall
287,Path(5458058616766464),Path to house - Chapel of Papa,Location(5629499534213120),Aera,Location(6021008570187776),Chapel of Papa
288,Path(6669355408424960),Aera - North West Hills,Location(5629499534213120),Aera,Location(5757649010294784),North West Hills
289,Path(4505781470756864),Aera - Artius River,Location(5629499534213120),Aera,Location(6521777110908928),Artius River
290,Path(5472135664369664),Tutorial 1 - Aera,Location(5629499534213120),Aera,Location(6073730381905920),Training Center
291,Path(6225601275363328),Tutorial 3 - Aera,Location(5629499534213120),Aera,Location(5156159802572800),Training Center
292,Path(5117067357323264),wastes 3-4,Location(5483341094584320),Burning Wastes,Location(4567038813011968),Burning Wastes
293,Path(4512954907099136),wastes2-3,Location(5483341094584320),Burning Wastes,Location(4851296928530432),Burning Wastes
294,Path(5872224395329536),Path - Wastes,Location(5483341094584320),Burning Wastes,Location(6011215039954944),Weathered Road
295,Path(4731777312096256),Cavern Entryway to Dark Pathway,Location(5918123464589312),Granite Passage,Location(6516437776072704),Cavern Atrium
296,Path(6065458744131584),Dark Pathway to The Drop,Location(5918123464589312),Granite Passage,Location(5305647756738560),The Drop
297,Path(5501954333605888),Savannah - Abandonded Tribal Camp,Location(5760751882993664),Abandonded Tribal Camp,Location(4749318969884672),Savannah
298,Path(5596497494147072),Road - Split,Location(6011215039954944),Weathered Road,Location(5022757777571840),Split Road
299,Path(5713210116669440),Fisherman's Ferry 1 - Fisherman's Ferry 2,Location(5683997762387968),Fisherman's Ferry,Location(4691376327884800),Fisherman's Ferry
300,Path(6557336009703424),Fisherman's Ferry 2 - Maelstrom,Location(5683997762387968),Fisherman's Ferry,Location(4557967676932096),Maelstrom
301,Path(5916893462659072),Misty Mountain Pass - Steep Mountain Path,Location(6451896701419520),Misty Mountain Pass,Location(5191466372825088),Steep Mountain Path
302,Path(4864522053746688),Misty Mountains Basin - Misty Mountain Pass,Location(6451896701419520),Misty Mountain Pass,Location(5234434534277120),Misty Mountains Basin
303,Path(5023515199668224),Dense Jungle - Dense Jungle,Location(5710106524123136),Dense Jungle,Location(5319127061233664),Dense Jungle
304,Path(5389736042561536),Dense Jungle - Dense Jungle,Location(5710106524123136),Dense Jungle,Location(6652731058028544),Dense Jungle
305,Path(6708055395794944),Dense Jungle - Dense Jungle,Location(5710106524123136),Dense Jungle,Location(4948836791353344),Dense Jungle
306,Path(4561925400690688),Dense Jungle - Dense Jungle,Location(5710106524123136),Dense Jungle,Location(4538703854698496),Dense Jungle
307,Path(4752521030008832),Blood Forest - Nik's Cut-Through,Location(6255519904301056),Blood Forest,Location(5907800929075200),Nik's Cut-Through
308,Path(5027225419644928),Blood Forest - Mausoleum Courtyard,Location(6255519904301056),Blood Forest,Location(4927821140459520),Mausoleum Courtyard
309,Path(6309664353943552),Ratargul Swamp - Dense Mangroves,Location(5498317707935744),Dense Mangroves,Location(4605232224403456),Ratargul Swamp
310,Path(5007458780577792),Dense Mangroves to Winding Marsh 1,Location(5498317707935744),Dense Mangroves,Location(5354999749541888),Winding Marsh
311,Path(5009742986477568),Aseridith Fort Guardtower 3 - Aseridith Fort Guardtower Top,Location(4662926659026944),Aseridith Fort Guardtower Top,Location(4622080312082432),Aseridith Fort Guardtower
312,Path(5004462993178624),Volantis River - Troll Caves,Location(6004037778407424),Troll Caves,Location(5390881838333952),Volantis River
313,Path(6128979604930560),"Portal Room, Secret Passage",Location(6646234595983360),Portal Room,Location(6018852616929280),Secret Passage
314,Path(5031354071777280),"Armory, Portal Room",Location(6646234595983360),Portal Room,Location(6343937617821696),Armory
315,Path(5557954513207296),"Tower Entrance, Portal Room Blue Portal",Location(6646234595983360),Portal Room,Location(6293882619822080),Summoning Chamber
316,Path(5242654508974080),"Tower Entrance, Portal Room Claw Portal",Location(6646234595983360),Portal Room,Location(4898631959183360),Herb Garden
317,Path(6418931966279680),"Tower Entrance, Portal Room Red Portal",Location(6646234595983360),Portal Room,Location(5343021269778432),Tower Entrance
318,Path(6741079798841344),"Supply Room, Kitchen",Location(5088480938950656),Kitchen,Location(5354046048174080),Supply Room
319,Path(4740156809543680),"Kitchen, Dining Hall",Location(5088480938950656),Kitchen,Location(5757922056339456),Dining Hall
320,Path(4891673729433600),Nors Mountain - Nors Plains,Location(4701732827299840),Nors Mountain,Location(6696628299759616),Nors Plains
321,Path(5526343932444672),Nors Mountain - Sand-Swept Plains,Location(4701732827299840),Nors Mountain,Location(6607074943303680),Sand-Swept Plains
322,Path(5505442482487296),Nors Mountain - Nors Mountain Shrine,Location(4701732827299840),Nors Mountain,Location(5165326169800704),Nors Mountain Shrine
323,Path(6609169142513664),Northern Volantis Coastline - Nors Mountain,Location(4701732827299840),Nors Mountain,Location(5963670924296192),Northern Volantis Coastline
324,Path(4805102489567232),Nors Mountain - Gaping Cave,Location(4701732827299840),Nors Mountain,Location(6699801475284992),Gaping Cave
325,Path(6433186481438720),Dense Jungle - Dense Jungle,Location(5319127061233664),Dense Jungle,Location(4538703854698496),Dense Jungle
326,Path(5896959332188160),Dense Jungle - Dense Jungle,Location(5319127061233664),Dense Jungle,Location(6652731058028544),Dense Jungle
327,Path(5348001186840576),Dense Jungle - Dense Jungle,Location(5319127061233664),Dense Jungle,Location(4948836791353344),Dense Jungle
328,Path(6163551991365632),Dense Jungle - Dense Jungle,Location(5319127061233664),Dense Jungle,Location(6430890083221504),Dense Jungle
329,Path(6347501461831680),Winding Marsh 3 to Winding Marsh 4,Location(6068531256360960),Winding Marsh,Location(4942631349518336),Winding Marsh
330,Path(5235831318511616),Winding Marsh 4 to Winding Marsh 5,Location(6068531256360960),Winding Marsh,Location(4667447694589952),Winding Marsh 5
331,Path(5678798427127808),South Volantis Beach - Old Volantis Church Ruins,Location(5471815967178752),Old Volantis Church Ruins,Location(4958687969935360),South Volantis Beach
332,Path(5716540880060416),Old Volantis Church Ruins - Old Cemetery Entrance,Location(5471815967178752),Old Volantis Church Ruins,Location(6548937896886272),Old Cemetery Entrance
333,Path(5644406560391168),"Aera Swamplands, Grand Mountain",Location(5639445604728832),Aera Swamplands,Location(5659313586569216),Grand Mountain
334,Path(5722646637445120),"Aera Countryside, Aera Swamplands",Location(5639445604728832),Aera Swamplands,Location(5649391675244544),Aera Countryside
335,Path(5874971721072640),Aera Swamplands - Troll Camp,Location(5639445604728832),Aera Swamplands,Location(4765507982983168),Troll Camp
336,Path(5767784319418368),Taelhollow Swamp - Taelhollow Swamp Shrine,Location(6044610405072896),Taelhollow Swamp,Location(4641884412575744),Taelhollow Swamp Shrine
337,Path(6507801555763200),"Wildeburn Forest, Taelhollow Swamp",Location(6044610405072896),Taelhollow Swamp,Location(5155067514585088),Wildeburn Forest
338,Path(5378206304043008),Maelstrom - Fisherman's Ferry 3,Location(6298913263321088),Fisherman's Ferry,Location(4557967676932096),Maelstrom
339,Path(5758378316136448),Barracks - Armory,Location(6154168545050624),Armory,Location(4993749247852544),Barracks
340,Path(6375659286822912),Nors Plains - Kobold Settlement,Location(6144503274536960),Kobold Settlement,Location(6696628299759616),Nors Plains
341,Path(6073847717036032),North Bridge - Open Courtyard,Location(5501933642579968),North Bridge,Location(4878368132038656),Open Courtyard
342,Path(5250755365175296),Hilgadas Castle North - North Bridge,Location(5501933642579968),North Bridge,Location(5505750257893376),Hilgadas Castle North
343,Path(5993432393711616),Eastern to Death,Location(5942116728438784),Death Valley,Location(6295812922408960),Eastern Desert
344,Path(5368791690641408),Dungeon Passageway - Aseridith Prison Cells,Location(6601784795070464),Aseridith Prison Cells,Location(5740053025783808),Dungeon Passageway
345,Path(6651734056763392),Aseridith Prison Cells - Death Row,Location(6601784795070464),Aseridith Prison Cells,Location(5779535989047296),Death Row
346,Path(6266799293202432),Small Creek - Artius River,Location(5614891524161536),Small Creek,Location(6521777110908928),Artius River
347,Path(6337172417806336),Chamber of Starlight Escape,Location(5614891524161536),Small Creek,Location(5184697803472896),Chamber of Starlight
348,Path(6534517971484672),Small Creek - Feeder Stream,Location(5614891524161536),Small Creek,Location(4708530482839552),Feeder Stream
349,Path(6092763946811392),Test Start - Golden Hollow,Location(5614891524161536),Small Creek,Location(6097569478344704),Golden Hollow
350,Path(5194997876129792),Submerged Gate -> Sunken Ruins,Location(5010032827826176),Submerged Gate,Location(6056276392148992),Sunken Ruins
351,Path(6642722610085888),Underwater cave - submerged gate,Location(5010032827826176),Submerged Gate,Location(6274138448855040),Underwater Cave
352,Path(6733476745445376),coral reef -> underwater cave,Location(5200925509812224),Underwater Cave,Location(5796310611656704),Coral Reef
353,Path(4565457541791744),underwater cave -> Underwater Grotto,Location(5200925509812224),Underwater Cave,Location(5227257375490048),Underwater Grotto
354,Path(5660781075496960),Hermit's Dark Basement - Marcusville,Location(4554371022979072),Marcusville,Location(5693783064707072),Hermit's Dark Basement
355,Path(5160008079638528),Aseridith Keep Gates - Aseridith Keep Hallway,Location(6356537624756224),Aseridith Keep Gates,Location(5755749009457152),Aseridith Keep Hallway
356,Path(5686228252884992),Aseridith Fort Inner Gate - Aseridith Keep Gates,Location(6356537624756224),Aseridith Keep Gates,Location(5471573840494592),Aseridith Fort Inner Gate
357,Path(6507665144414208),Tunnel Climb - Drow Entrydoor,Location(6519200453492736),Tunnel Climb,Location(4874125034127360),Drow Entrydoor
358,Path(4908753375723520),Tunnel Climb - Tunnel Climb,Location(6519200453492736),Tunnel Climb,Location(5988277165228032),Tunnel Climb
359,Path(4988203928387584),Arena Hallway #4 - Arena Pit #2,Location(5268467657211904),Arena Pit,Location(4589389035864064),Arena Hallway
360,Path(5562708207861760),Arena Pit #2 - Arena Hallway #6,Location(5268467657211904),Arena Pit,Location(4951368334311424),Arena Hallway
361,Path(4779779180462080),Atlas Trail Entrance - Jachum's Steps,Location(4713648428154880),Jachum's Steps,Location(5124605528768512),Atlas Trail Entrance
362,Path(4773917299310592),east des path 2,Location(5196041382002688),Eastern Desert,Location(6000580091707392),Eastern Desert
363,Path(5871048307245056),East Des path,Location(5196041382002688),Eastern Desert,Location(6571210251960320),Hidden Pass
364,Path(6422790677725184),4 to 1,Location(5196041382002688),Eastern Desert,Location(5312945761288192),Eastern Desert
365,Path(6368780121800704),3 to 1,Location(5196041382002688),Eastern Desert,Location(6429358555136000),Eastern Desert
366,Path(5732755120062464),Ruined City -> Abandonned Manor,Location(6394207866716160),Abandonned Manor,Location(4752155970109440),Ruined City
367,Path(5281642046816256),Drow Entrydoor - Underdark Ledge,Location(4874125034127360),Drow Entrydoor,Location(5077011949158400),Underdark Ledge
368,Path(5049361375428608),Aseridith Fort Tower 1 - Aseridith Fort Tower 2,Location(4767886398717952),Aseridith Fort Tower,Location(5437646551646208),Aseridith Fort Tower
369,Path(6447887821045760),Aseridith Fort Tower 1 - Commander's Quarters,Location(4767886398717952),Aseridith Fort Tower,Location(6638873742409728),Aseridith Commander's Quarters
370,Path(5330836352139264),Aseridith Fort Inner Gate - Aseridith Fort Tower 1,Location(4767886398717952),Aseridith Fort Tower,Location(5471573840494592),Aseridith Fort Inner Gate
371,Path(5883107910615040),Rolling Dunes 3 - Strange Rock Formation,Location(4618088644345856),Strange Rock Formation,Location(5777231648391168),Rolling Dunes
372,Path(6459558839975936),Path to Combat site: Orc Prince,Location(4515975543128064),Combat site: Orc Prince,Location(4550381602340864),Old Mine
373,Path(5639050395385856),Passage Fork - Spiralling Stairway,Location(5115504887857152),Spiralling Stairway,Location(6423272366276608),Passage Fork
374,Path(5359521307295744),Spiralling Stairway - Spiralling Stairway,Location(5115504887857152),Spiralling Stairway,Location(4809820019359744),Spiralling Stairway
375,Path(6288834413199360),Ancient Tunnel - Tunnel Shaft,Location(5119380954284032),Ancient Tunnel,Location(4869118343774208),Tunnel Shaft
376,Path(6022804004667392),Ancient Tunnel - Ancient Tunnel,Location(5119380954284032),Ancient Tunnel,Location(5815082709680128),Ancient Tunnel
377,Path(4522699816960000),Xaruk Forest 3 - Xaruk Forest 4,Location(6373434477248512),Xaruk Forest,Location(4535180153061376),Xaruk Forest
378,Path(6714772976566272),Xaruk Forest 4 - Xaruk Forest 7,Location(6373434477248512),Xaruk Forest,Location(5854320235118592),Xaruk Forest
379,Path(5360502947708928),Xaruk Forest 4 - Xaruk Forest 5,Location(6373434477248512),Xaruk Forest,Location(5174341147033600),Xaruk Forest
380,Path(6447135008489472),Mountain Plains - Hobgoblin Tribe Campsite,Location(6063976345501696),Hobgoblin Tribe Campsite,Location(6530427779022848),Mountain Plains
381,Path(4584387822747648),Hobgoblin Tribe Campsite - Hobgoblin Warmonger's Tent,Location(6063976345501696),Hobgoblin Tribe Campsite,Location(6062382437629952),Hobgoblin Warmonger's Tent
382,Path(5991917763952640),Mineshaft 1 to Mineshaft 2,Location(5195262802264064),Mineshaft,Location(4979283929333760),Mineshaft
383,Path(5330925249888256),The Drop to Mineshaft 1,Location(5195262802264064),Mineshaft,Location(5305647756738560),The Drop
384,Path(6080512995098624),Treasure Room - Gilded,Location(6576470182854656),Tomb Treasure Room,Location(5409986727378944),Gilded Passage Way
385,Path(4540816871653376),Cliffs - Pass,Location(5791764549992448),Vall'A Cliffsides,Location(5138194007851008),Hidden Pass
386,Path(6149774071824384),Lizardking Hideout - Lizardking Den,Location(5732417268613120),Lizardking Den,Location(5662987243225088),Lizardking Hideout
387,Path(6163856951083008),Santa's Mountain to House,Location(4875832497012736),Santa's Mountain,Location(5816629379727360),Santa's House
388,Path(4847110843531264),Summit to Santa,Location(4875832497012736),Santa's Mountain,Location(5634472569470976),Grand Mountain Summit
389,Path(6355368402747392),Troll Cave Tunnel to Troll Wide Bend,Location(5759229693526016),Troll Cave,Location(5326622602297344),Troll Cave
390,Path(5965099806228480),Entrance - Crypt with Hidden Passage,Location(5972680490614784),Crypt,Location(6146845642326016),Crypt Entrance
391,Path(4852245057241088),Crypt - Hidden Passage,Location(5972680490614784),Crypt,Location(5930610346426368),Hidden Passage
392,Path(4792359590035456),Hidden Passage 1 - Hidden Passage 2,Location(6422496643383296),Hidden Passage,Location(5930610346426368),Hidden Passage
393,Path(4681693784965120),Hidden Passage - Crypt Hub,Location(6422496643383296),Hidden Passage,Location(6589065205907456),Crypt Hub
394,Path(6233658491928576),Entrance to Tunnel,Location(5326622602297344),Troll Cave,Location(5084833928708096),Troll Cave
395,Path(6554414228176896),Rasheek Plains - Evergreen Trail,Location(5130714677248000),Rasheek Plains,Location(4634198741090304),Evergreen Trail
396,Path(5558786639003648),Winding River,Location(5842926911356928),Winding River,Location(4925241851641856),Winding River
397,Path(6345381847760896),Winding River,Location(6483513767362560),Winding River,Location(4925241851641856),Winding River
398,Path(6671942572572672),Split - Winding River,Location(6483513767362560),Winding River,Location(5147963085029376),Winding River
399,Path(6488021335539712),Kujir Marsh3 - Kujir Marsh4,Location(5634233376702464),Kujir Marsh,Location(5482641499357184),Kujir Marsh
400,Path(4586126132117504),Kujir Marsh4 - Kujir Marsh5,Location(5634233376702464),Kujir Marsh,Location(6608541406199808),Kujir Marsh
401,Path(5537146027114496),Mess Hall - Pantry,Location(5350034434686976),Mess Hall,Location(4790552935792640),Pantry
402,Path(6665007257616384),Barracks - Mess Hall,Location(5350034434686976),Mess Hall,Location(4993749247852544),Barracks
403,Path(6024947301351424),Rolling Dunes 4 - Rolling Dunes Shrine,Location(4890621339762688),Rolling Dunes Shrine,Location(5840939502272512),Rolling Dunes
404,Path(5961972819427328),Hub to Smith,Location(4932267831984128),Troll Keep Smithy,Location(6740904330133504),Troll Keep Hub
405,Path(6284124357656576),Smith to Hallway,Location(4932267831984128),Troll Keep Smithy,Location(6098789539512320),Troll Keep
406,Path(5445496747327488),Tunnel Climb - Tunnel Climb,Location(5328988679438336),Tunnel Climb,Location(5988277165228032),Tunnel Climb
407,Path(6726182041026560),Tunnel Climb - Tunnel Climb,Location(5328988679438336),Tunnel Climb,Location(5928176714776576),Tunnel Climb
408,Path(5833594958249984),Tunnel Climb - Tunnel Climb,Location(5328988679438336),Tunnel Climb,Location(4785609382035456),Tunnel Climb
409,Path(4751660255019008),Death Row - Execution Chamber,Location(6215675825094656),Execution Chamber,Location(5779535989047296),Death Row
